DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 172.315 -105 -55 -125 b_quark 0 4.18 277.666 80 155 216
W+ 1 80.4 106.081 -33 -28 -54 W- 1 80.4 154.072 113 -32 59
b_quark 0 4.18 173.097 -46 -135 98 b_quark 0 4.18 159.798 2 145 -67
b_quark 0 4.18 198.805 -115 -109 120 b_quark 0 4.18 263.828 176 14 -196
b_quark 0 4.18 134.319 38 -88 -94 b_quark 0 4.18 143.089 -2 143 2
W+ 1 80.4 159.101 -86 2 107 W- 1 80.4 185.842 113 70 -102
b_quark 0 4.18 110.655 -89 9 -65 b_quark 0 4.18 163.702 91 -80 110
b_quark 0 4.18 144.296 64 -128 -18 b_quark 0 4.18 144.161 -19 100 102
b_quark 0 4.18 134.259 134 -4 -6 b_quark 0 4.18 250.117 -216 99 -78
b_quark 0 4.18 170.137 32 -97 -136 b_quark 0 4.18 78.984 30 61 40
b_quark 0 4.18 152.681 -83 -126 -23 b_quark 0 4.18 140.867 1 121 72
b_quark 0 4.18 150.955 108 -9 105 b_quark 0 4.18 222.354 -192 -64 -92
W+ 1 80.4 121.759 31 -82 26 W- 1 80.4 193.866 -96 148 0
b_quark 0 4.18 213.426 146 84 -131 b_quark 0 4.18 73.0991 -54 -27 41
tau+ 0 1.78 112.099 -79 -79 -9 tau- 0 1.78 190.445 120 121 -85
b_quark 0 4.18 54.3183 -31 -36 26 b_quark 0 4.18 120.642 -4 -36 -115
b_quark 0 4.18 138.649 101 46 -83 b_quark 0 4.18 156.753 -76 -3 137
W+ 1 80.4 170.746 -123 44 -75 W- 1 80.4 248.635 213 -31 95
b_quark 0 4.18 90.3685 -24 -2 -87 b_quark 0 4.18 50.6998 41 -14 26
tau+ 0 1.78 87.4081 -52 33 62 tau- 0 1.78 59.1115 1 33 -49
W+ 1 80.4 209.316 130 143 0 W- 1 80.4 246.01 -112 -197 -52
W+ 1 80.4 206.614 118 110 -101 W- 1 80.4 309.924 -215 -58 200
b_quark 0 4.18 91.9101 -58 65 29 b_quark 0 4.18 61.7695 -1 -41 -46
W+ 1 80.4 145.942 -35 113 29 W- 1 80.4 108.711 55 -48 5
b_quark 0 4.18 100.695 40 -71 -59 b_quark 0 4.18 159.845 -22 155 32
b_quark 0 4.18 118.623 13 -102 59 b_quark 0 4.18 51.1612 -10 30 -40
W+ 1 80.4 184.223 -53 -128 -91 W- 1 80.4 221.617 135 77 136
tau+ 0 1.78 154.163 23 -145 47 tau- 0 1.78 183.848 -54 175 -16
W+ 1 80.4 134.826 -63 1 -88 W- 1 80.4 208.763 95 -43 162
W+ 1 80.4 173.477 -102 -55 101 W- 1 80.4 252.526 192 140 -29
W+ 1 80.4 241.154 147 141 -101 W- 1 80.4 167 -105 -92 44
b_quark 0 4.18 122.766 -77 82 49 b_quark 0 4.18 145.418 43 -136 -28
b_quark 0 4.18 38.9034 -18 34 4 b_quark 0 4.18 161.293 97 -110 67
W+ 1 80.4 157.703 111 46 63 W- 1 80.4 260.112 -152 -137 -139
W+ 1 80.4 148.597 37 18 -118 W- 1 80.4 176.825 57 -77 125
b_quark 0 4.18 83.1774 -15 76 -30 b_quark 0 4.18 41.4665 -33 -17 18
b_quark 0 4.18 121.241 32 -47 -107 b_quark 0 4.18 116.032 -55 -50 89
W+ 1 80.4 181.445 -121 84 69 W- 1 80.4 267.406 160 -119 -159
b_quark 0 4.18 213.587 -137 97 -132 b_quark 0 4.18 161.971 154 -1 50
b_quark 0 4.18 184.4 121 -119 72 b_quark 0 4.18 300.63 -210 215 6
b_quark 0 4.18 131.816 -79 61 -86 b_quark 0 4.18 126.014 114 -29 45
W+ 1 80.4 163.249 64 117 49 W- 1 80.4 234.013 27 -200 -87
tau+ 0 1.78 162.263 141 -19 78 tau- 0 1.78 153.536 -152 -5 -21
b_quark 0 4.18 92.3714 -75 53 -9 b_quark 0 4.18 173.527 149 -87 18
b_quark 0 4.18 205.449 -88 148 -112 b_quark 0 4.18 112.118 63 -50 78
b_quark 0 4.18 184.159 -140 -116 -29 b_quark 0 4.18 194.192 100 138 93
b_quark 0 4.18 104.401 84 -35 -51 b_quark 0 4.18 121.489 -26 115 -29
b_quark 0 4.18 126.679 15 26 123 b_quark 0 4.18 223.46 -115 -124 -146
b_quark 0 4.18 96.7289 -73 -17 61 b_quark 0 4.18 32.5342 -4 25 20
W+ 1 80.4 186.639 -93 20 139 W- 1 80.4 190.749 81 -112 -104
b_quark 0 4.18 71.5295 -37 39 -47 b_quark 0 4.18 71.0244 61 9 -35
W+ 1 80.4 82.6387 0 19 -2 W- 1 80.4 93.4995 17 -42 -15
b_quark 0 4.18 137.053 -46 3 -129 b_quark 0 4.18 240.149 -37 -62 229
b_quark 0 4.18 163.788 -123 68 -84 b_quark 0 4.18 106.867 71 -79 -11
b_quark 0 4.18 154.543 -12 149 39 b_quark 0 4.18 79.4448 25 -65 38
b_quark 0 4.18 115.393 -27 -5 -112 b_quark 0 4.18 84.4184 -25 -78 20
b_quark 0 4.18 174.658 134 36 106 b_quark 0 4.18 196.282 -138 48 -131
b_quark 0 4.18 131.269 86 67 73 b_quark 0 4.18 168.296 -156 -63 1
tau+ 0 1.78 111.307 -47 96 -31 tau- 0 1.78 155.834 54 -82 121
b_quark 0 4.18 135.257 -6 -60 -121 b_quark 0 4.18 78.5842 -51 -34 49
b_quark 0 4.18 46.9305 -45 -12 -4 b_quark 0 4.18 105.79 22 69 -77
b_quark 0 4.18 97.6241 -16 -76 59 b_quark 0 4.18 99.3301 88 13 -44
b_quark 0 4.18 151.626 -38 80 123 b_quark 0 4.18 242.517 24 -150 -189
b_quark 0 4.18 194.58 148 -96 -82 b_quark 0 4.18 264.497 -199 8 174
W+ 1 80.4 223.592 -136 -93 128 W- 1 80.4 155.155 68 77 -84
W+ 1 80.4 139.055 -50 -96 -34 W- 1 80.4 164.788 125 29 65
b_quark 0 4.18 161.504 76 51 -133 b_quark 0 4.18 253.256 -126 -103 194
W+ 1 80.4 158.978 -72 51 105 W- 1 80.4 119.621 80 -22 -31
b_quark 0 4.18 122.912 -20 67 -101 b_quark 0 4.18 45.0275 -40 -17 11
b_quark 0 4.18 108.436 -29 62 -84 b_quark 0 4.18 106.355 102 -29 7
tau+ 0 1.78 214.374 60 -148 143 tau- 0 1.78 109.828 23 91 -57
W+ 1 80.4 175.594 77 22 134 W- 1 80.4 218.388 -168 -3 -114
b_quark 0 4.18 178.063 26 -122 127 b_quark 0 4.18 280.675 68 196 -189
b_quark 0 4.18 115.665 98 -51 -34 b_quark 0 4.18 65.1956 -28 -43 40
tau+ 0 1.78 96.209 -84 39 26 tau- 0 1.78 188.884 167 51 -72
b_quark 0 4.18 159.761 -76 -91 -107 b_quark 0 4.18 113.888 103 38 30
b_quark 0 4.18 167.557 121 104 51 b_quark 0 4.18 270.632 -176 -202 -38
tau+ 0 1.78 143.109 -99 -100 26 tau- 0 1.78 196.38 52 173 -77
b_quark 0 4.18 181.004 -116 -133 -40 b_quark 0 4.18 166.257 134 98 8
b_quark 0 4.18 180.719 79 124 -105 b_quark 0 4.18 150.345 -132 -59 41
b_quark 0 4.18 128.544 -76 103 11 b_quark 0 4.18 221.205 167 -144 17
b_quark 0 4.18 143.619 89 -112 -12 b_quark 0 4.18 211.668 4 187 99
b_quark 0 4.18 191.928 127 139 37 b_quark 0 4.18 179.361 -153 -70 -62
b_quark 0 4.18 171.67 133 108 10 b_quark 0 4.18 192.682 -56 -167 78
b_quark 0 4.18 115.929 -97 13 62 b_quark 0 4.18 99.9924 83 34 -44
b_quark 0 4.18 108.717 19 -80 71 b_quark 0 4.18 184.628 -91 42 -155
W+ 1 80.4 142.924 -27 -105 47 W- 1 80.4 195.625 -45 172 -14
b_quark 0 4.18 168.15 8 -143 88 b_quark 0 4.18 266.245 8 238 -119
b_quark 0 4.18 207.37 143 -150 -6 b_quark 0 4.18 261.623 -230 115 48
b_quark 0 4.18 101.816 -94 -28 27 b_quark 0 4.18 100.446 84 54 -10
b_quark 0 4.18 184.666 72 80 -150 b_quark 0 4.18 229.293 -49 -141 174
b_quark 0 4.18 160.36 -44 -109 109 b_quark 0 4.18 201.473 9 163 -118
b_quark 0 4.18 128.049 -57 -97 61 b_quark 0 4.18 231.79 155 170 -28
b_quark 0 4.18 138.081 -118 -70 15 b_quark 0 4.18 160.843 156 -19 34
b_quark 0 4.18 123.994 -110 11 -56 b_quark 0 4.18 153.07 42 -65 132
W+ 1 80.4 205.92 -133 105 -85 W- 1 80.4 239.479 103 -199 26
b_quark 0 4.18 171.981 -90 -114 92 b_quark 0 4.18 138.147 -1 29 -135
b_quark 0 4.18 117.07 12 38 -110 b_quark 0 4.18 156.117 37 -69 135
b_quark 0 4.18 44.1302 33 -21 20 b_quark 0 4.18 84.0266 3 -65 -53
b_quark 0 4.18 133.654 -54 -17 -121 b_quark 0 4.18 131.558 1 -60 117
tau+ 0 1.78 121.017 -16 -15 -119 tau- 0 1.78 147.317 -73 67 109
b_quark 0 4.18 124.022 78 96 8 b_quark 0 4.18 218.171 -176 -117 -54
W+ 1 80.4 132.065 -4 31 -100 W- 1 80.4 216.871 94 7 178
W+ 1 80.4 194.446 138 50 99 W- 1 80.4 138.529 -59 43 -86
b_quark 0 4.18 175.993 -114 -106 -82 b_quark 0 4.18 158.756 79 48 129
b_quark 0 4.18 195.541 -57 113 149 b_quark 0 4.18 190.836 -22 -14 -189
b_quark 0 4.18 164.273 102 -92 90 b_quark 0 4.18 89.9748 -58 67 -15
tau+ 0 1.78 97.9192 40 -76 47 tau- 0 1.78 117.61 -7 84 -82
b_quark 0 4.18 79.8653 -58 9 54 b_quark 0 4.18 118.01 -9 78 -88
b_quark 0 4.18 138.955 -111 47 -69 b_quark 0 4.18 226.094 194 -72 91
W+ 1 80.4 189.154 -117 -49 115 W- 1 80.4 260.381 205 78 -115
b_quark 0 4.18 245.761 -148 131 146 b_quark 0 4.18 262.276 221 -117 -79
W+ 1 80.4 194.982 -92 -131 77 W- 1 80.4 163.821 88 98 -55
W+ 1 80.4 152.955 -79 77 -69 W- 1 80.4 123.313 79 -50 1
b_quark 0 4.18 43.5715 -30 -9 30 b_quark 0 4.18 160.32 112 46 -105
b_quark 0 4.18 192.706 43 -113 150 b_quark 0 4.18 244.807 -16 164 -181
b_quark 0 4.18 183.68 -78 -114 121 b_quark 0 4.18 206.822 103 118 -135
b_quark 0 4.18 135.183 128 28 33 b_quark 0 4.18 187.884 -131 -79 -109
W+ 1 80.4 154.153 -89 -93 27 W- 1 80.4 193.073 35 172 2
W+ 1 80.4 193.551 -2 135 -113 W- 1 80.4 224.929 -68 -137 144
W+ 1 80.4 146.677 -85 -16 87 W- 1 80.4 215.817 136 -79 -124
b_quark 0 4.18 134.46 131 15 -26 b_quark 0 4.18 191.046 -178 -69 6
W+ 1 80.4 149.322 41 106 -54 W- 1 80.4 155.824 -71 -110 26
b_quark 0 4.18 145.033 -73 -118 -42 b_quark 0 4.18 166.507 7 163 33
b_quark 0 4.18 125.337 -90 14 86 b_quark 0 4.18 206.636 146 7 -146
b_quark 0 4.18 146.712 -119 11 -85 b_quark 0 4.18 173.904 29 22 170
b_quark 0 4.18 199.626 -88 120 -133 b_quark 0 4.18 137.69 66 -56 107
W+ 1 80.4 116.087 60 -46 36 W- 1 80.4 96.2661 -9 11 -51
W+ 1 80.4 103.702 17 -40 -49 W- 1 80.4 189.703 1 139 101
W+ 1 80.4 146.226 -66 101 19 W- 1 80.4 174.256 115 -70 76
b_quark 0 4.18 166.408 117 -23 -116 b_quark 0 4.18 192.384 -156 97 57
b_quark 0 4.18 179.35 -105 82 120 b_quark 0 4.18 197.108 113 -144 -73
tau+ 0 1.78 106.246 -68 -10 -81 tau- 0 1.78 106.982 -28 103 -7
b_quark 0 4.18 81.948 9 -76 -29 b_quark 0 4.18 174.383 -108 122 -62
W+ 1 80.4 256.745 146 -143 133 W- 1 80.4 180.68 -121 52 -94
b_quark 0 4.18 187.146 -121 141 -22 b_quark 0 4.18 182.731 78 -165 -8
b_quark 0 4.18 90.7881 -5 78 -46 b_quark 0 4.18 144.608 -90 -5 113
b_quark 0 4.18 127.415 -106 -25 66 b_quark 0 4.18 232.386 204 7 -111
b_quark 0 4.18 109.734 -2 -106 -28 b_quark 0 4.18 63.8003 2 55 32
b_quark 0 4.18 149.193 -113 -96 -16 b_quark 0 4.18 218.985 182 107 58
b_quark 0 4.18 112.305 7 -111 15 b_quark 0 4.18 173.803 -81 102 -115
b_quark 0 4.18 147.822 -119 28 83 b_quark 0 4.18 100.824 56 64 -54
b_quark 0 4.18 49.015 -40 28 1 b_quark 0 4.18 107.25 107 6 0
W+ 1 80.4 155.699 -1 -49 124 W- 1 80.4 118.954 -29 -11 -82
W+ 1 80.4 148.631 -125 1 -1 W- 1 80.4 189.111 147 -87 -11
tau+ 0 1.78 136.906 70 -68 -96 tau- 0 1.78 153.571 -18 99 116
b_quark 0 4.18 99.9924 19 76 62 b_quark 0 4.18 83.3455 63 -52 -16
b_quark 0 4.18 176.654 -88 87 -126 b_quark 0 4.18 188.84 85 -23 167
Z 1 91.2 223.059 -129 146 -59 Z 1 91.2 198.891 138 -90 64
b_quark 0 4.18 157.364 131 -23 84 b_quark 0 4.18 152.773 -143 53 -8
tau+ 0 1.78 82.3175 57 -50 -32 tau- 0 1.78 165.231 -81 129 64
b_quark 0 4.18 206.35 -125 -147 -73 b_quark 0 4.18 252.609 199 152 33
b_quark 0 4.18 134.742 100 47 77 b_quark 0 4.18 186.908 -151 -110 -4
b_quark 0 4.18 179.495 -143 66 86 b_quark 0 4.18 192.851 146 -27 -123
b_quark 0 4.18 70.5087 27 -65 0 b_quark 0 4.18 156.264 51 146 -22
tau+ 0 1.78 166.722 138 -93 10 tau- 0 1.78 177.065 -177 4 2
b_quark 0 4.18 199.355 85 150 100 b_quark 0 4.18 225.059 -128 -145 -115
b_quark 0 4.18 175.224 99 -46 137 b_quark 0 4.18 248.271 -144 9 -202
b_quark 0 4.18 122.207 -106 -9 60 b_quark 0 4.18 142.68 26 8 -140
W+ 1 80.4 133.799 23 53 -90 W- 1 80.4 191.946 -27 -153 79
b_quark 0 4.18 153.894 -55 -79 120 b_quark 0 4.18 204.75 0 71 -192
W+ 1 80.4 181.307 134 64 66 W- 1 80.4 317.18 -231 -157 -127
b_quark 0 4.18 83.1353 -38 -65 35 b_quark 0 4.18 147.552 -53 132 39
W+ 1 80.4 220.736 128 126 -100 W- 1 80.4 293.275 -177 -99 196
b_quark 0 4.18 90.2578 -64 8 -63 b_quark 0 4.18 108.067 -29 -104 2
W+ 1 80.4 153.591 -85 10 99 W- 1 80.4 255.049 185 -5 -156
tau+ 0 1.78 165.979 -115 80 89 tau- 0 1.78 213.701 146 -18 -155
W+ 1 80.4 98.0467 18 52 -11 W- 1 80.4 117.427 -24 -82 5
b_quark 0 4.18 171.329 78 44 -146 b_quark 0 4.18 209.481 -169 -102 70
b_quark 0 4.18 107.212 71 -6 80 b_quark 0 4.18 158.882 -109 76 -87
W+ 1 80.4 207.618 53 134 126 W- 1 80.4 217.021 23 -69 -188
b_quark 0 4.18 144.798 -47 134 28 b_quark 0 4.18 132.255 27 -37 -124
b_quark 0 4.18 147.555 -47 -85 111 b_quark 0 4.18 83.6748 -42 54 -48
b_quark 0 4.18 174.844 -48 93 -140 b_quark 0 4.18 138.591 81 -55 98
W+ 1 80.4 200.148 105 57 139 W- 1 80.4 207.642 -49 -151 -107
b_quark 0 4.18 179.545 -37 93 -149 b_quark 0 4.18 181.721 108 -5 146
W+ 1 80.4 200.926 99 -65 -141 W- 1 80.4 195.362 -61 90 141
b_quark 0 4.18 176.016 90 -120 -92 b_quark 0 4.18 134.426 -88 90 47
b_quark 0 4.18 170.504 73 62 -141 b_quark 0 4.18 223.793 -171 -133 56
b_quark 0 4.18 170.072 137 83 57 b_quark 0 4.18 270.547 -229 -144 -1
W+ 1 80.4 145.469 -20 64 -101 W- 1 80.4 160.381 75 -33 112
b_quark 0 4.18 82.0151 -39 -72 -2 b_quark 0 4.18 166.561 64 115 102
W+ 1 80.4 214.309 -70 142 -120 W- 1 80.4 283.149 2 -232 141
b_quark 0 4.18 134.627 -55 -21 121 b_quark 0 4.18 197.513 4 13 -197
b_quark 0 4.18 138.23 -132 -21 35 b_quark 0 4.18 103.8 70 9 -76
b_quark 0 4.18 140.294 -83 -26 -110 b_quark 0 4.18 146.268 88 112 33
W+ 1 80.4 109.28 -34 29 59 W- 1 80.4 164.159 -22 -124 -68
b_quark 0 4.18 185.101 -140 -2 121 b_quark 0 4.18 276.909 169 -38 -216
b_quark 0 4.18 172.741 149 -15 86 b_quark 0 4.18 217.843 -155 2 -153
b_quark 0 4.18 159.532 -58 -138 55 b_quark 0 4.18 219.389 51 213 -12
b_quark 0 4.18 204.283 124 137 87 b_quark 0 4.18 154.219 -109 -109 2
W+ 1 80.4 128.694 -43 85 32 W- 1 80.4 125.252 80 -50 18
b_quark 0 4.18 122.652 56 21 107 b_quark 0 4.18 167.013 40 -26 -160
W+ 1 80.4 97.0163 -40 -32 18 W- 1 80.4 85.1009 -25 3 -12
W+ 1 80.4 144.586 46 110 15 W- 1 80.4 221.856 -94 -184 -8
b_quark 0 4.18 154.721 26 58 -141 b_quark 0 4.18 188.689 39 -132 129
W+ 1 80.4 174.752 33 149 -28 W- 1 80.4 245.166 -5 -231 -16
b_quark 0 4.18 119.597 -73 91 -26 b_quark 0 4.18 152.975 130 -78 20
W+ 1 80.4 173.358 -24 138 -63 W- 1 80.4 238.116 35 -169 143
b_quark 0 4.18 15.6356 -5 -11 -9 b_quark 0 4.18 81.1386 -39 -58 -41
b_quark 0 4.18 62.0602 31 52 -13 b_quark 0 4.18 148.45 -64 -130 32
W+ 1 80.4 161.661 3 -50 -131 W- 1 80.4 205.731 -41 18 184
W+ 1 80.4 220.096 43 -135 148 W- 1 80.4 284.333 -50 195 -184
b_quark 0 4.18 139.902 85 -111 -3 b_quark 0 4.18 149.571 -23 129 -72
b_quark 0 4.18 195.891 126 148 24 b_quark 0 4.18 110.754 -88 -59 32
b_quark 0 4.18 102.934 4 19 -101 b_quark 0 4.18 173.241 75 31 153
W+ 1 80.4 173.353 -59 -15 -141 W- 1 80.4 176.766 106 75 89
W+ 1 80.4 179.031 72 102 -100 W- 1 80.4 100.693 -35 -7 49
b_quark 0 4.18 56.2003 -32 34 -31 b_quark 0 4.18 89.2831 -57 -68 -9
b_quark 0 4.18 133.793 -29 49 -121 b_quark 0 4.18 241.308 120 -96 186
b_quark 0 4.18 127.642 -47 29 -115 b_quark 0 4.18 149.758 119 32 85
b_quark 0 4.18 98.8103 36 -23 -89 b_quark 0 4.18 188.466 -50 31 179
Z 1 91.2 220.553 139 62 -131 Z 1 91.2 229.186 -78 10 195
b_quark 0 4.18 84.8792 81 -1 25 b_quark 0 4.18 98.4453 -1 72 67
b_quark 0 4.18 173.673 75 74 -138 b_quark 0 4.18 202.54 -82 -84 165
b_quark 0 4.18 142.823 38 21 -136 b_quark 0 4.18 141.504 -93 11 106
b_quark 0 4.18 155.378 90 -20 125 b_quark 0 4.18 172.405 -79 -76 -133
b_quark 0 4.18 227.261 -143 134 -115 b_quark 0 4.18 256.993 162 -90 178
b_quark 0 4.18 184.704 145 88 -73 b_quark 0 4.18 180.398 -62 -169 11
b_quark 0 4.18 140.034 -126 46 -40 b_quark 0 4.18 164.266 154 -57 -1
b_quark 0 4.18 118.788 -18 35 112 b_quark 0 4.18 110.247 56 -80 -51
W+ 1 80.4 223.726 8 150 -145 W- 1 80.4 343.637 -70 -231 231
tau+ 0 1.78 169.249 -137 -48 -87 tau- 0 1.78 197.851 99 -46 165
b_quark 0 4.18 58.8852 11 -25 -52 b_quark 0 4.18 160.348 83 -6 137
b_quark 0 4.18 223.015 -122 147 -115 b_quark 0 4.18 211.328 33 -152 143
W+ 1 80.4 131.568 -89 30 45 W- 1 80.4 130.189 90 -33 -36
b_quark 0 4.18 128.014 -60 -67 -91 b_quark 0 4.18 171.591 4 13 171
W+ 1 80.4 162.865 86 109 -28 W- 1 80.4 234.457 -183 -109 56
b_quark 0 4.18 192.566 -144 82 -98 b_quark 0 4.18 219.257 172 -114 74
b_quark 0 4.18 73.0854 14 -58 -42 b_quark 0 4.18 182.369 -30 146 105
W+ 1 80.4 168.256 91 -58 -101 W- 1 80.4 252.543 -183 32 151
b_quark 0 4.18 163.751 38 -117 108 b_quark 0 4.18 186.46 -30 125 -135
b_quark 0 4.18 146.913 73 19 -126 b_quark 0 4.18 216.08 -105 -112 152
b_quark 0 4.18 189.806 144 12 -123 b_quark 0 4.18 185.638 -46 -78 162
b_quark 0 4.18 134.061 -13 131 25 b_quark 0 4.18 226.167 3 -215 -70
b_quark 0 4.18 200.907 -141 -143 -4 b_quark 0 4.18 260.383 161 194 65
b_quark 0 4.18 192.877 128 120 80 b_quark 0 4.18 136.277 -31 -132 -13
b_quark 0 4.18 156.807 39 -123 89 b_quark 0 4.18 205.471 61 184 -68
b_quark 0 4.18 144.483 -115 87 -8 b_quark 0 4.18 126.663 101 -7 -76
b_quark 0 4.18 119.094 -79 -2 89 b_quark 0 4.18 138.933 90 -24 -103
b_quark 0 4.18 97.2187 16 77 -57 b_quark 0 4.18 244.74 -104 -170 142
b_quark 0 4.18 178.254 -98 92 -117 b_quark 0 4.18 162.992 36 -17 158
b_quark 0 4.18 131.116 -15 -130 7 b_quark 0 4.18 216.738 -2 215 -27
W+ 1 80.4 190.098 -96 141 24 W- 1 80.4 156.013 92 -96 -14
b_quark 0 4.18 91.4247 81 4 42 b_quark 0 4.18 84.72 -10 84 2
b_quark 0 4.18 146.845 -120 39 75 b_quark 0 4.18 171.509 42 -97 -135
b_quark 0 4.18 169.12 114 72 -102 b_quark 0 4.18 221.383 -151 -124 104
b_quark 0 4.18 143.859 117 67 50 b_quark 0 4.18 157.577 -120 -102 -3
b_quark 0 4.18 76.6386 28 -56 44 b_quark 0 4.18 74.394 -35 56 34
b_quark 0 4.18 81.1632 25 4 77 b_quark 0 4.18 175.518 -97 -8 -146
b_quark 0 4.18 135.009 -65 88 -79 b_quark 0 4.18 252.356 159 -177 84
b_quark 0 4.18 163.302 75 -105 -100 b_quark 0 4.18 128.82 -58 107 42
tau+ 0 1.78 134.228 105 10 -83 tau- 0 1.78 123.993 -109 -3 59
b_quark 0 4.18 114.606 114 -11 0 b_quark 0 4.18 179.286 -139 63 94
b_quark 0 4.18 179.629 -68 144 83 b_quark 0 4.18 227.237 117 -189 -47
b_quark 0 4.18 163.299 -6 -87 138 b_quark 0 4.18 183.168 -8 85 -162
b_quark 0 4.18 150.514 -43 58 -132 b_quark 0 4.18 115.562 44 -40 99
b_quark 0 4.18 185.331 141 -7 120 b_quark 0 4.18 190.752 -169 -8 -88
b_quark 0 4.18 131.801 19 -108 73 b_quark 0 4.18 175.848 -72 160 11
b_quark 0 4.18 156.152 -71 -134 -37 b_quark 0 4.18 131.074 29 121 -41
W+ 1 80.4 142.777 -75 90 -14 W- 1 80.4 163.221 -3 -142 -2
W+ 1 80.4 98.5249 35 43 13 W- 1 80.4 177.747 -95 -124 27
b_quark 0 4.18 135.139 94 -72 65 b_quark 0 4.18 188.522 -47 133 -125
b_quark 0 4.18 225.718 149 -139 -97 b_quark 0 4.18 299.419 -245 128 115
b_quark 0 4.18 182.892 -46 100 -146 b_quark 0 4.18 190.797 101 -43 156
b_quark 0 4.18 216.826 -120 -140 -114 b_quark 0 4.18 251.504 209 40 134
W+ 1 80.4 143.367 -20 -111 37 W- 1 80.4 172.76 -2 103 -113
b_quark 0 4.18 46.5991 -23 -16 37 b_quark 0 4.18 71.4666 56 35 27
b_quark 0 4.18 177.658 121 2 -130 b_quark 0 4.18 175.053 -61 -3 164
b_quark 0 4.18 104.726 55 2 89 b_quark 0 4.18 97.9054 -72 -60 -28
b_quark 0 4.18 208.779 -149 -51 -137 b_quark 0 4.18 218.546 71 52 200
W+ 1 80.4 108.996 -14 -48 54 W- 1 80.4 141.623 106 -26 41
b_quark 0 4.18 205.71 83 137 129 b_quark 0 4.18 227.915 -174 -76 -126
b_quark 0 4.18 137.973 135 25 -13 b_quark 0 4.18 163.424 -115 -91 -72
W+ 1 80.4 183.151 -130 -78 -64 W- 1 80.4 113.473 78 2 -18
b_quark 0 4.18 157.453 47 -49 -142 b_quark 0 4.18 67.6348 -26 20 59
b_quark 0 4.18 79.7714 -21 44 -63 b_quark 0 4.18 138.775 79 42 106
W+ 1 80.4 182.442 136 63 66 W- 1 80.4 145.414 -72 -76 -61
b_quark 0 4.18 162.897 -75 -43 -138 b_quark 0 4.18 188.479 29 -21 185
W+ 1 80.4 143.684 -55 -34 -100 W- 1 80.4 161.112 -31 6 136
b_quark 0 4.18 116.728 -80 22 -82 b_quark 0 4.18 199.167 64 75 173
b_quark 0 4.18 103.549 84 60 -7 b_quark 0 4.18 124.107 -123 0 -16
W+ 1 80.4 99.4845 -15 38 -42 W- 1 80.4 128.725 15 -80 59
b_quark 0 4.18 173.354 -135 105 -28 b_quark 0 4.18 224.472 59 -200 83
b_quark 0 4.18 143.953 97 100 36 b_quark 0 4.18 136.526 -39 -126 35
b_quark 0 4.18 47.618 27 -36 -15 b_quark 0 4.18 156.408 -54 121 -83
b_quark 0 4.18 198.241 -107 128 -107 b_quark 0 4.18 154.245 21 -118 97
W+ 1 80.4 200.794 139 -113 -42 W- 1 80.4 279.652 -192 181 -46
tau+ 0 1.78 178.975 -21 -138 112 tau- 0 1.78 83.2356 -30 48 -61
b_quark 0 4.18 189.661 107 141 -68 b_quark 0 4.18 140.44 -79 -91 72
W+ 1 80.4 156.42 -23 43 -125 W- 1 80.4 115.897 -30 -58 52
b_quark 0 4.18 155.597 89 96 84 b_quark 0 4.18 189.933 -46 -170 -71
W+ 1 80.4 91.2259 21 29 24 W- 1 80.4 144.797 -23 -118 -7
b_quark 0 4.18 135.039 -21 124 -49 b_quark 0 4.18 224.048 42 -220 4
b_quark 0 4.18 134.519 -10 17 -133 b_quark 0 4.18 109.213 11 83 70
tau+ 0 1.78 170.506 -123 -116 -22 tau- 0 1.78 118.782 77 76 -49
b_quark 0 4.18 26.1433 21 -9 12 b_quark 0 4.18 66.8092 37 46 -31
b_quark 0 4.18 171.235 98 140 10 b_quark 0 4.18 156.456 -44 -138 59
b_quark 0 4.18 100.451 88 -40 27 b_quark 0 4.18 129.447 -41 -37 -117
tau+ 0 1.78 137.888 -56 93 85 tau- 0 1.78 221.03 151 -97 -129
b_quark 0 4.18 118.129 -26 -115 6 b_quark 0 4.18 229.06 19 211 87
b_quark 0 4.18 157.571 -81 135 -5 b_quark 0 4.18 292.4 168 -230 -66
b_quark 0 4.18 123.233 -47 -108 36 b_quark 0 4.18 123.869 -1 122 -21
b_quark 0 4.18 206.132 140 -133 -72 b_quark 0 4.18 238.091 -53 230 31
b_quark 0 4.18 72.5291 -53 -47 -15 b_quark 0 4.18 148.871 132 -25 64
b_quark 0 4.18 120.077 6 -37 114 b_quark 0 4.18 166.971 30 -41 -159
b_quark 0 4.18 142.697 -78 -10 119 b_quark 0 4.18 155.716 130 -79 -33
b_quark 0 4.18 149.791 120 -36 82 b_quark 0 4.18 116.273 -71 90 -19
b_quark 0 4.18 205.403 147 92 -110 b_quark 0 4.18 202.533 -108 -77 153
W+ 1 80.4 184.275 120 113 -18 W- 1 80.4 206.374 -174 -75 -15
b_quark 0 4.18 109.674 -37 99 -29 b_quark 0 4.18 210.947 76 -196 17
